ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
9d2835961b7847a2b42167c99c4afeec,Tokyo Plumbing for Landlords,Reliable Plumbing Services in Tokyo,"Emergency & Scheduled Repairs. Fast, Reliable Service. Call Now!",Serving Tokyo Landlords for Years. Licensed & Insured. Free Estimates.,Affordable Plumbing Solutions for Your Properties. 24/7 Availability.,1.91,1.93,87.0
4323ac57da26428aad463dde87af2574,Tokyo Plumbing for Landlords,"Reliable Plumbing Repairs, Tokyo","Fast, reliable plumbing services for landlords in Tokyo. 24/7 emergency service.",Expert plumbers for tenant issues.  Competitive pricing. Free quotes.,Prevent costly repairs!  Regular plumbing maintenance for your properties.,4.29,0.33,10.0
0b1aa2ab46ad4cfcb4a865c015bc1e75,Plumbing für Vermieter,Notdienst München: Vermieter,Schnelle & zuverlässige Reparatur in München. 24/7 Notdienst. Jetzt anrufen!,Professionelle Sanitär-Arbeiten für Vermieter. Faire Preise. Kostenlose Beratung.,Vermeiden Sie teure Schäden!  Wir kümmern uns um Ihre Immobilien in München.,4.29,0.33,10.0
fddb021214fd4655b01ee14a0004cf51,Plombier Paris: Urgences 24/7,Gestion Immobilière ? Appelez-nous !,Plombiers expérimentés pour immeubles. Réparation rapide et efficace. Devis gratuit.,Entretien préventif & réparation de plomberie. Service fiable pour gestionnaires.,"Interventions rapides, prix compétitifs.  Contactez nos experts en plomberie.",4.29,0.33,10.0
9aedff73b5974708a4ed5fa3723c3154,Tokyo Commercial Plumbing,Reliable Plumbing Services,Emergency & Scheduled Services. 24/7. Licensed & Insured. Call Now!,"Expert Commercial Plumbers in Tokyo. Fast, Efficient, Affordable.",Preventative Maintenance Plans Available.  Maximize Uptime.,4.29,0.33,10.0
05e2ef9fd0ea4c5abc98c8d6ff5ebcc8,Wir reparieren Ihre Rohre!,Professionelle Gewerbe-Sanitär,Schnelle & zuverlässige Sanitärdienste in Berlin. 24/7 Notdienst.,Moderne Sanitärtechnik für Gewerbebetriebe. Kostenlose Beratung.,"Experten für Wasserinstallationen, Reparatur & Wartung. Jetzt anrufen!",5.0,0.3,10.0
087e2782e2764147b4a698b6af11c625,Notfall-Sanitär Berlin,24/7 Klempner für Vermieter,Schnelle & zuverlässige Reparatur. 24/7 Notdienst. Faire Preise. Anruf genügt!,Professionelle Sanitärdienste für Vermieter in Berlin.  Kostenlose Beratung.,Vermeiden Sie teure Schäden!  Wir kümmern uns um Ihre Immobilien.,4.29,0.33,10.0
e9bfd62bcaa6460c99929ee6eefbd1ab,Toronto Plumbing Repairs,Fast & Reliable Plumbers,Emergency Plumbing? Licensed & Insured. Free Estimates!,"24/7 Service. Drain Cleaning, Toilet Repair, Leaky Faucets.",Upfront Pricing. No Hidden Fees. Call Now for Help!,5.0,0.3,10.0
aff6bf5dc33d46baa1565c4d74e12780,Plombiers Paris - Professionnels,Dépannage Plomberie Commercial Paris,Services rapides et efficaces pour entreprises. Appelez-nous!,Plombiers expérimentés pour commerces à Paris. Devis gratuit.,"Réparation, installation, entretien.  Disponibilité 24/7.",5.0,0.3,10.0
3474ff4fc003481ab853ee7629c96314,NYC Landlord Plumbing,Emergency Plumbing Repairs,"Fast, Reliable Service. 24/7 Emergency. Licensed & Insured. Call Now!",Serving NYC Landlords for Years. Preventative Maintenance. Free Estimates.,Tenant Issues? We Fix Them Fast.  Competitive Rates. Guaranteed Quality.,5.14,0.28,10.0
e063cba19b114364ba09612c4edfa582,Pronto Idraulico Roma,Riparazioni Idrauliche Roma,Idraulico esperto a Roma. Riparazioni rapide ed efficienti. Chiama ora!,Perdite d'acqua? Tubi rotti? Chiama il nostro idraulico a Roma!,Servizio di pronto intervento idraulico 24/7 a Roma. Prezzi competitivi.,4.29,0.33,10.0
da336cfac6e34c0cbe6d2baff408ae71,Sydney Commercial Plumbing,Reliable Plumbing Services,Emergency & Planned Maintenance. Licensed & Insured. Call Now!,"Fast, Efficient & Affordable. 24/7 Service. Get a Quote Today!",Experienced Commercial Plumbers. Quality Workmanship. Free Estimates.,4.29,0.33,10.0
468c22d702c3412db2f0a9e37baa7849,LA Landlord Plumbing,24/7 Emergency Plumbing,"Fast, Reliable Plumbing for Landlords. Free Estimates!",Tenant Issues? We Fix Leaks & More. Call Now!,Emergency Plumbing Services in LA. Licensed & Insured.,5.0,0.3,10.0
952d382f8a23484394efdb39f9f743fd,Toronto Plumbing for Property Managers,Reliable Plumbing Services in Toronto,"Emergency & Scheduled Plumbing. Fast, Reliable Service. Licensed & Insured. Call Now!",24/7 Plumbing Services for Property Managers in Toronto. Competitive Rates.,Preventative Maintenance & Repairs.  Improve Tenant Satisfaction. Get a Quote Today!,5.0,0.3,10.0
2141da1ed0844ea8a2bf1c361961efdc,Notwendige Rohrreparatur?,24/7 Notdienst Berlin,"Schnelle & zuverlässige Hilfe bei Rohrbrüchen, Verstopfungen & mehr. Jetzt anrufen!","Professionelle Klempner in Berlin. Faire Preise, Festpreisgarantie. Kostenlose Beratung!","Experten für Wasserrohrbruch, Heizung & Sanitär. 24 Stunden erreichbar. Soforthilfe!",5.14,0.28,9.09
0d106d674eeb41c887b602f6635bcc69,NYC Landlord Plumbing,Reliable Plumbing for Renters,"Fast, reliable plumbing repairs. 24/7 service. Licensed & insured. Call now!",Emergency plumbing? We're here for you.  Serving all of NYC. Free estimates.,Prevent costly repairs!  Regular plumbing maintenance for landlords. Book today!,5.0,0.3,10.0
23fac63b21b04b05ab6a36ed45306312,Toronto Plumbing for Property Managers,Reliable Plumbing Services in Toronto,"Emergency & Scheduled Plumbing. Fast, Reliable Service. Licensed & Insured. Call Now!",Expert plumbers for property maintenance. Competitive rates. 24/7 Availability.,Preventative maintenance plans available.  Reduce costs & increase tenant satisfaction.,5.0,0.3,10.0
c66d23031e5e46119c2fe7343dd23d8e,Plombiers Paris: Urgence 24/7,Réparation fuite Paris - Garantie,Plombier Paris pour immeubles. Devis gratuit. Interventions rapides et efficaces.,Experts en plomberie pour propriétaires. Service fiable et prix compétitifs.,"Réparation, entretien, débouchage. Appelez nos plombiers expérimentés à Paris.",5.0,0.3,10.0
c55ae353eb9242389240f69c8c01cef2,Fast Plumber London,Plumbing Repairs Today,Emergency & routine plumbing repairs. Local & reliable. Call now!,Blocked drains? Leaky taps? We fix it fast. Get a quote!,Affordable plumbing services in London. 24/7 emergency service.,2.17,1.5,75.0
ed0c9a0e526b4457b28cc2520abbdbfc,水道修理 東京,緊急配管修理,東京で水道トラブル？迅速対応！24時間対応可能,トイレ詰まり、水漏れ、蛇口修理など、お気軽にご相談ください。,経験豊富なプロが迅速に解決します！見積もり無料,1.92,1.67,75.0
0596bb244f7941e3917318bf3f88b10b,Plombier Paris: Urgences 24/7,Gestion Immobilière ? Appelez-nous !,Plombiers expérimentés pour immeubles.  Devis gratuit. Réparation rapide.,Entretien préventif & dépannage.  Service professionnel à Paris.,Tarifs compétitifs.  Disponibilité immédiate. Appelez dès maintenant !,1.92,1.73,78.0
b9029cec500d4a2bb4089d112fff322e,Emergency Plumber Sydney,Fast & Reliable Plumbing Repairs,24/7 Service. Blocked Drains? Leaky Taps?  Call Now!,Licensed & Insured. Upfront Pricing.  Get a Free Quote!,Expert Plumbers.  Same Day Service Available. Book Today!,4.29,0.33,10.0
3426f2057bf541d2be89971f52abb199,Plombiers Paris: Urgences 24/7,Gestion Immobilière? Plomberie Pro,Dépannage rapide et efficace.  Prix compétitifs. Appelez-nous!,Entretien préventif & réparation.  Experts en plomberie. Paris.,Service de qualité pour gestionnaires immobiliers. Devis gratuit.,5.0,0.3,10.0
b0b0419b20ba47bd92e5d50c6855930f,Sydney Landlord Plumbing,Reliable Plumbing for Rentals,Emergency & Routine Plumbing. Fast Response. Licensed & Insured.,Serving Sydney Landlords. 24/7 Service. Competitive Rates.,Tenant Issues? We Fix Them Fast. Call Now for a Quote.,2.66,1.29,55.0
cb7d027d2bcd452bbef35db7ce8f52d9,Plombiers Paris: Urgences 24/7,Réparation fuite Paris - Garantie,Service plombier rapide pour propriétaires à Paris.  Devis gratuit!,Experts en plomberie pour immeubles. Intervention immédiate.,Entretien annuel & dépannage. Prix compétitifs. Appelez-nous!,5.14,0.28,10.0
f92f451c32fe49b7b7d182f37df31d5e,Fast Plumbing Repairs London,Emergency Plumber in London,"Reliable plumbers, 24/7 service.  No call out fee! Book now.",Blocked drains? Leaky pipes? We fix it all.  Get a quote.,Experienced & insured plumbers.  Fast response times. Guaranteed work.,5.0,0.3,10.0
ed7223e5308d4f80902aee8aa2730489,London Commercial Plumbing,Reliable Plumbing for Businesses,Emergency & Planned Plumbing Services. Fast Response. Competitive Rates.,Expert Commercial Plumbers in London. Call Now for a Free Quote!,Licensed & Insured. Serving London Businesses for Years. 24/7 Support.,1.92,1.73,78.0
92fd652183714a5f944bb45b5a939a10,Sydney Commercial Plumbing,Reliable Plumbing for Business,Emergency & Scheduled Services. Licensed & Insured. Fast Response.,Expert Commercial Plumbers. Free Quotes. 24/7 Availability.,Preventative Maintenance. Competitive Rates. Top-Rated Service.,4.29,0.33,10.0
fb23457c0d2d4cc2b7d678b7ec35ca81,Plombiers Paris: Urgence 24/7,Dépannage Plomberie Paris,"Réparation fuite, chauffe-eau, WC.  Intervention rapide. Devis gratuit.",Plombier qualifié Paris. Service pro aux propriétaires. Tarifs compétitifs.,"Entretien annuel, débouchage canalisation. Appelez-nous dès maintenant!",4.29,0.33,10.0
5dea58613a334d7395d2e1d9fd87b79a,Idraulico Roma - Servizi Commerciali,Pronto Intervento Idraulico Aziendale,Idraulici esperti per aziende a Roma. Riparazioni rapide ed efficienti. Chiama ora!,Manutenzione idraulica per uffici e negozi. Preventivi gratuiti. Massima professionalità.,"Sistemi di irrigazione, riparazioni e installazioni. Servizio 24/7 per aziende.",4.29,0.33,10.0
253d4b5b91964ed8a4d93c94529ac15d,Plumbing Services Rome,Commercial Plumbing Experts,"Reliable plumbing for businesses in Rome. Fast response, expert solutions.",Emergency & scheduled plumbing repairs. Licensed & insured. Call now!,Preventative maintenance plans for your business. Maximize efficiency.,4.29,0.33,10.0
f4a99a9a574f4ad897ec6182b94bcd86,Pronto Idraulico Roma,Riparazioni Idrauliche,Servizi idraulici per proprietari immobili a Roma. Chiama ora!,Risolviamo problemi idraulici di ogni tipo. Prezzi competitivi.,Idraulici esperti a Roma. Assistenza 24/7 per i tuoi immobili.,1.92,1.93,87.0
fd7d65f8d8344f17a3ca2097b79fcadc,Find Your Inner Peace,Yoga in Tokyo,Experience tranquility.  Beginner-friendly yoga classes. Book now!,Improve flexibility & strength.  Affordable yoga studio in Tokyo.,Stress relief & wellness. Join our friendly yoga community!,1.92,1.67,75.0
a7bc85e0a02f4a159cff5c6f58f74443,Find Your Flow in Toronto,Yoga for Body & Mind,"Experienced instructors, various levels. Book your class today!","Stress relief, improved flexibility, strength.  Join our community!",Affordable yoga in Toronto.  New student discounts available.,4.29,0.33,10.0
e9b73802e4194760af45151f16fbc4ca,Unwind with Yoga in LA,Stress Relief Yoga Classes,Find your calm. Yoga for stress relief in Los Angeles. Book now!,"Reduce stress, increase flexibility. Experienced instructors. First class free!",Escape the chaos. Gentle yoga for stress reduction.  Limited spots available.,1.92,1.93,87.0
b0e5528bfc33496c8b40c0ca20b3ddbf,Find Your Calm: Yoga in NYC,Stress Relief? Try Yoga Today!,Reduce stress & anxiety with our expert yoga instructors. First class free!,NYC's best yoga studio for stress relief. Book your session now!,Unwind and rejuvenate. Yoga classes for all levels. New student discounts!,5.0,0.3,10.0
95d5731e64e54f348792f52a5df769d1,Find Your Calm in Rome,Yoga for Stress Relief,Reduce stress & anxiety with our expert yoga instructors. Book your class today!,Escape the chaos.  Find inner peace through yoga in the heart of Rome.,"Experienced teachers, tranquil studio. Relieve stress, improve well-being.",5.0,0.3,10.0
b3cdb6f080d34f6da277d65a19226cfc,Yoga in Rome: Find Your Flow,Transform Your Body & Mind,"Experienced instructors, various styles. Book your class today!","Yoga for all levels. Improve flexibility, strength & well-being.",Central Rome location.  Limited spots available. Sign up now!,5.14,0.28,10.0
e68d4c35a6044b04b4824575adc87556,Find Your Calm in Tokyo,Stress Relief Yoga Classes,Reduce stress & anxiety. Experienced instructors. Book your class today!,Yoga for stress relief in Tokyo. Beginner-friendly.  Affordable rates.,"Escape the city stress. Gentle yoga, mindful breathing. Find inner peace.",1.92,1.73,78.0
764afafa10034b4884ca59e073161299,Find Your Flow in LA,Yoga for Fitness Lovers,Transform your body & mind. Experienced instructors. Book your class today!,"Sculpt, strengthen, & find inner peace.  All levels welcome. Free trial!",LA's best yoga studio.  Variety of styles.  Affordable rates. Sign up now!,5.14,0.28,9.09
4244dc8a39f342f3ab836ce0f80acdb6,Unwind with Yoga in Toronto,Stress Relief? Find Your Calm.,Reduce stress & anxiety. Experienced instructors. Book your class today!,Yoga for stress relief in Toronto.  Various styles & levels. New student offers!,Find inner peace. Gentle yoga for stress management.  Affordable classes.,5.0,0.3,10.0
df2a1da9ae1c4b5a8ce3d51ee0938fde,Yoga in London,Find Your Inner Peace,Improve flexibility & strength. Book your class today!,"Experienced instructors, welcoming atmosphere. All levels welcome.","Stress relief, fitness & mindfulness.  Affordable yoga classes.",1.91,1.67,75.0
c9ef2500bf5841aa90de0eae44d14ff9,Find Your Flow in NYC,Yoga for Body & Mind,"Experienced instructors, various levels. Book your class today!","Relax, rejuvenate, strengthen.  Affordable yoga in NYC.","Improve flexibility, reduce stress. New student specials available!",1.91,1.67,75.0
a99a58ca1ad24c2e83449bf80cbcd64b,Find Your Flow in Toronto,Yoga for Fitness Enthusiasts,"Relax, strengthen & build flexibility. Experienced instructors. Book your class today!",Various yoga styles offered. Beginner to advanced levels welcome. Affordable rates.,Improve your fitness journey with yoga. Special introductory offer available!,1.92,1.67,75.0
e1c58f30515047c9aa4dac1533767f75,Find Your Flow in Sydney,Yoga for Fitness Enthusiasts,"Experienced instructors, diverse classes. Book your first class today!",Transform your body & mind.  Sydney's best yoga studio awaits.,"Flexible memberships, stunning studio.  Achieve your fitness goals.",4.29,0.33,10.0
e749c74c81034228a3edb9c7046105f3,Yoga en plein cœur de Paris,Trouvez votre équilibre intérieur,Cours de yoga pour tous niveaux.  Professeurs expérimentés. Réservez dès maintenant!,"Détendez-vous, renforcez votre corps et votre esprit.  Essai gratuit disponible.",Yoga dynamique ou Hatha.  Ambiance chaleureuse et accueillante.  Inscrivez-vous!,1.91,1.93,87.0
6a37a5f616454017ab8c21e9954903ec,Find Your Inner Peace,Yoga Classes in Sydney,"Experienced instructors, various levels. Book your class today!","Improve flexibility, strength & mindfulness. First class free!","Stress relief, body strengthening, community. Join us!",1.92,1.67,75.0
facfe52a68f044ae810b808d7f0ec92f,Yoga für Senioren: Mehr Beweglichkeit!,Flexible bleiben im Alter: Yoga in Berlin,Entspannen Sie sich und verbessern Sie Ihre Beweglichkeit mit unseren sanften Yoga-Kursen für Senioren in Berlin. Jetzt anmelden!,"Individuelle Betreuung, kleine Gruppen, ruhige Atmosphäre. Yoga speziell für die Bedürfnisse älterer Menschen.","Mehr Lebensqualität durch Yoga: Stärken Sie Ihre Muskeln und Gelenke, verbessern Sie Ihre Balance und Ihr Wohlbefinden.",4.29,0.33,10.0
290b16cbabf34ec7983ebbb3ac1de176,Find Your Flow in Tokyo,Yoga for a Healthier You,Experience tranquility. Improve flexibility & strength. Beginner-friendly classes.,"Reduce stress, build core strength, and connect with your inner peace. Book now!",Yoga studio in Tokyo offering various styles. Improve balance & well-being.,1.92,1.73,78.0
e189b49ab30548a69addf6262bf1f6f0,Find Your Calm in LA,Stress Relief Yoga Classes,"Reduce stress, increase flexibility. Beginner-friendly yoga classes in LA.",Escape the chaos. Gentle yoga for stress relief. Book your session today!,Find your inner peace. Yoga classes designed for stress reduction. Special offers available.,1.92,1.67,75.0
db91985f79c34a859d178fac79200123,Soulagez votre stress avec le yoga,Yoga à Paris: Trouvez votre paix,Cours de yoga pour réduire le stress et améliorer votre bien-être. Essai gratuit!,Yoga relaxant à Paris. Réservez votre place dès aujourd'hui!,Détendez-vous et trouvez l'équilibre grâce à nos cours de yoga.,2.62,1.29,55.0
e4e8cabfc3774fd99e5189fcfeeea4a4,Find Your Flow in Toronto,Yoga Classes for All Levels,"Experienced instructors, welcoming studio.  Book your class today!","Reduce stress, build strength & flexibility.  Affordable yoga in Toronto.","Hatha, Vinyasa, Yin & more!  First class free. Limited spots.",5.0,0.3,10.0
359600bde6cb4e9899f0542775e9ba31,Yoga per Senior: Più Flessibilità!,Migliora la tua flessibilità con noi,"Lezioni di Yoga Gentle a Roma per senior. Migliora la tua flessibilità, equilibrio e benessere. Prova una lezione gratuita!",Yoga adatto a tutte le età e livelli. Trova la tua pace interiore e migliora la tua flessibilità con i nostri corsi per senior.,"Iscriviti al nostro corso di Yoga per Senior a Roma! Ambiente accogliente, insegnanti qualificati e focus sulla flessibilità.",5.0,0.3,10.0
4410552d14d44d12bd7703f0643f6d2c,Find Your Inner Peace,Yoga Classes in LA,"Experienced instructors, various levels. Book your class today!",Transform your body & mind.  Affordable yoga for all.,"Stress relief, flexibility & strength.  Join our community!",5.14,0.28,10.0
204b401abec04f628b477dae84cefe22,Yoga in Rome: Find Your Flow,Transform Your Body & Mind,"Experienced instructors, various styles. Book your class today!","Yoga for all levels. Improve strength, flexibility & well-being.",Central Rome location.  Limited-time offers available.,4.29,0.33,10.0
612ac0d4ac05469e824dd3c3f02f2d17,Find Your Flow in London,Yoga Classes Near You,"Experienced instructors, various styles. Book your class today!","Improve flexibility, strength & mindfulness.  Introductory offer!",Central London location.  All levels welcome.  Free trial available.,4.29,0.33,10.0
5eb4c57be1fc4bd99a9a8aede9e804d3,Find Your Flow in Tokyo,Yoga for Fitness Enthusiasts,"Experienced instructors, stunning studio.  Book your class today!","Improve strength, flexibility & mindfulness.  Free trial available!",Transform your body & mind.  Various yoga styles offered.,4.29,0.33,10.0
27d0417ac7aa49dfa44277dc135bb379,Find Your Flow in Toronto,Yoga Classes for All Levels,"Experienced instructors, welcoming studio. Book your class today!","Improve strength, flexibility & mindfulness. Beginner-friendly!",Affordable yoga in the heart of Toronto. Try a free class!,1.91,1.67,75.0
d997405d67e847ed90a7cfee9606a713,Find Your Flow in LA,Yoga Classes Near You,"Experienced instructors, various styles.  Book your class today!",Transform your body & mind.  Affordable yoga in LA.,"Stress relief, increased flexibility.  Join our community!",5.14,0.28,9.09
67869858d7ae441c891463ede027bdc2,Yoga en plein cœur de Paris,Trouvez votre équilibre à Paris,Cours de yoga pour tous niveaux.  Professeurs certifiés. Réservez votre place dès aujourd'hui!,"Yoga dynamique, Hatha, Yin... Trouvez votre style.  Ambiance chaleureuse garantie.","Détendez-vous, renforcez votre corps et votre esprit. Offres spéciales disponibles!",4.29,0.33,10.0
b1c12fe5f4e546fca1ac904de404b5ee,"Stress Less, Yoga More",Find Your Calm in Berlin,Reduce stress with our relaxing yoga classes. Beginners welcome!,Escape the city bustle. Find peace & tranquility through yoga.,Yoga for stress relief in Berlin. Book your first class today!,2.66,1.18,50.0
b0a92c27ac514b9399a7dafbd980fd6f,Find Your Inner Peace,Yoga Classes in Sydney,"Experienced instructors, various levels. Book your class today!","Improve flexibility, strength & mindfulness.  New student offers!","Stress relief, body toning & community. Join our yoga family!",5.0,0.3,10.0
f27318865f3543088e4089475bbcae4a,Find Your Flow in NYC,Yoga Classes for All Levels,"Experienced instructors, calming atmosphere. Book your class today!","Stress relief, flexibility & strength.  New student specials!",Various yoga styles offered.  Convenient locations across NYC.,5.0,0.3,10.0
96963af4f61d4686927c4f1f46f7f2ea,Find Your Calm in Toronto,Stress Relief Yoga Classes,Reduce stress & anxiety with our beginner-friendly yoga classes. Book now!,Escape the chaos. Gentle yoga for stress relief in Toronto. First class free!,Yoga for stress management. Experienced instructors. Find your inner peace.,1.96,1.89,85.0
6d0c4b20afec4afb95e8380ad069cb91,Unwind with Yoga in Sydney,Stress Relief? Find Your Flow.,Reduce stress & anxiety with our calming yoga classes. Book now!,"Experienced instructors, various levels. Find your inner peace.",Sydney's best yoga studio for stress relief.  Limited spots!,5.0,0.3,10.0
9b20dc7bb6f3481ab0c9cb95b38b451e,Gentle Yoga for Seniors,Improve Flexibility & Balance,Increase mobility & reduce pain.  Experienced instructors.  Small classes.,Chair yoga available.  Safe & supportive environment.  Book your free class!,Find your inner peace. Improve strength and flexibility.  Senior-friendly studio.,5.0,0.3,10.0
d4bc3722ae1d4242adead50a9a29127d,Find Your Inner Peace,Yoga Classes in NYC,"Experienced instructors, various styles. Book your class today!",Transform your body & mind.  Affordable yoga for all levels.,"Stress relief, flexibility, strength.  Join our vibrant community!",4.29,0.33,10.0
6ebd640470b047f88f748ecf877ebd11,Unwind with Yoga in LA,Stress Relief? Find Your Calm,Reduce stress & anxiety. Experienced instructors. Book your class today!,Find inner peace through yoga.  Various levels welcome. Special offers available!,Escape the LA hustle. Rejuvenate your body & mind with our yoga classes.,5.14,0.28,10.0
562f3f71d11844dd80b73b7aa932a12b,Yoga in Paris: Find Your Flow,Relax & Renew: Yoga Classes in Paris,"Experienced instructors, various levels. Book your class today!","Stress relief, flexibility, strength.  Beautiful studio in central Paris.",Discover inner peace.  Introductory offers available.  Limited spots!,4.29,0.33,10.0
7c96e734c28a47c7ac279fa557b9776b,Find Your Flow in LA,Yoga for Fitness Enthusiasts,Transform your body & mind with our expert yoga instructors. Book your class today!,LA's best yoga studio.  All levels welcome.  Free trial class available.,"Increase strength, flexibility & mindfulness.  Affordable yoga classes near you.",5.14,0.28,9.09
44ad5e5467ff4d6f9b5a011c546569dd,Yoga in Paris: Find Your Flow,"Stress Less, Yoga More in Paris","Experienced instructors, various levels. Book your class today!","Relax, rejuvenate, and reconnect.  Affordable yoga classes in Paris.","Improve flexibility, strength & mindfulness.  Join our vibrant yoga community.",5.0,0.3,10.0
f6e4403302a5440f800624828a7c66cf,Find Your Flow in Sydney,Yoga Classes for All Levels,"Experienced instructors, tranquil studio. Book your class today!","Improve flexibility, strength & mindfulness.  New student specials!","Stress relief, body sculpting & inner peace await. Try a free class!",4.29,0.33,10.0
d2b7219eeacd4263a02d943358a3fd61,Find Your Flow in Toronto,Yoga for Fitness Enthusiasts,"Experienced instructors, various levels. Book your class today!",Transform your body & mind.  Yoga studios across Toronto.,Affordable yoga classes.  Improve strength & flexibility.,5.14,0.28,10.0
f6d527b89f0e4de69ceb8414d66f38f0,Gentle Yoga for Seniors,Improve Flexibility in Tokyo,Increase mobility & balance.  Experienced instructors.  Book your free trial!,Chair yoga classes available. Improve your posture and reduce pain.  Small class sizes.,Gentle stretching & mindful movement.  Find your inner peace.  Affordable rates.,1.91,1.67,75.0
6d53ed5d78304cf5b4988e01cd0065ed,Yoga für Senioren: Mehr Beweglichkeit,Gentle Yoga in München für Senioren,Verbessern Sie Ihre Beweglichkeit mit sanften Yogaübungen. Kurse speziell für Senioren in München.,Entspannen Sie Körper & Geist.  Yoga für Senioren fördert die Flexibilität und das Wohlbefinden.,Individuelle Betreuung in kleinen Gruppen.  Jetzt zum Probestunde anmelden!,5.0,0.3,10.0
3cbe013bb8564422a4a417aeca038f1f,Unwind with Yoga in Toronto,Stress Relief? Find Your Calm.,Reduce stress & anxiety. Experienced instructors. Book your class today!,"Find inner peace through yoga.  Various levels, beginner friendly.",Escape the daily grind. Relax your mind & body. Special offers available.,5.0,0.3,10.0
15e49c9d5d404c8fbd45b9c4a7c365a9,Yoga für Senioren: Mehr Beweglichkeit,Gentle Yoga in München: Finden Sie Ihre Balance,Verbessern Sie Ihre Flexibilität und Beweglichkeit mit unserem sanften Yoga-Kurs für Senioren in München. Jetzt anmelden!,Entspannen Sie Körper & Geist.  Unser speziell auf Senioren zugeschnittenes Yoga Programm fördert Ihre Gesundheit.,Individuelle Betreuung & kleine Gruppen.  Mehr Lebensqualität durch Yoga.  Probestunde buchen!,4.29,0.33,10.0
7da5cf1759ac47d49e2ac9c6112defa3,Find Your Flow in LA,Yoga for Body & Mind,"Experienced instructors, diverse classes.  Book your first class today!","Reduce stress, build strength, increase flexibility.  Limited-time offer!",Transform your body and mind with our inspiring yoga classes. New students welcome!,5.14,0.28,10.0
1a135951c7fd47feac0e99ff87fa76ab,Yoga in Munich: Find Your Flow,Strengthen Body & Mind: Yoga Classes,"Experienced instructors, various levels. Book your class today!","Yoga for flexibility, strength & stress relief. Free trial available!",Discover inner peace & physical fitness.  Join our yoga community!,5.0,0.3,10.0
75b53f1bb3b14002839354a9ef0d2071,Yoga in Berlin,Find Your Inner Peace,"Experienced instructors, various styles. Book your class today!","Reduce stress, improve flexibility.  Affordable yoga classes.",Yoga for all levels.  New student discounts available.,1.92,1.67,75.0
0ad96964aa044279946f1e799ef33cc4,Yoga per Senior: Più Flessibilità,Migliora la tua flessibilità!,Lezioni di Yoga a Roma per Senior. Trova la tua flessibilità e benessere.,Yoga gentile per anziani. Aumenta la flessibilità e la mobilità. Prenota ora!,Corsi di Yoga adattati alle esigenze degli anziani.  Benessere e flessibilità garantiti.,5.0,0.3,10.0
283425c240aa497687a3399918c6006f,Find Your Flow in LA,Yoga for a Healthier You,"Experienced instructors, various styles. Book your class today!",Transform your body & mind.  Affordable yoga in LA.,Yoga studios near you.  New student specials available!,5.0,0.3,10.0
9a4439aa48a147359a3c4925d6e51d9a,Gentle Yoga for Seniors,Improve Flexibility in Toronto,Increase mobility & balance. Experienced instructors. Book your class today!,Chair yoga & gentle stretches. Improve your range of motion. Special senior rates.,"Small class sizes, personalized attention.  Find your inner peace.  Call us!",4.29,0.33,10.0
adaa23df7ea84714ba68b162ea874416,Find Your Flow in Toronto,Yoga Classes Near You,Experience the benefits of yoga. Book your class today!,Improve your flexibility and strength. Beginner to advanced levels.,"Relax, rejuvenate and reconnect with your body and mind.",1.91,1.67,75.0
05a1a19d7c2a452487e75af575f20ec3,Stress Relief Yoga in Berlin,Find Your Calm: Yoga Classes,Reduce stress & anxiety with our expert yoga instructors. Book your class today!,Escape the city stress. Gentle yoga for relaxation & wellbeing. First class free!,Yoga for stress relief in Berlin. Various styles & levels. Experienced teachers.,5.0,0.3,10.0
c513922edf51424eade33cb64aa27745,Yoga pour Seniors: Plus de souplesse!,Retrouver la mobilité: Yoga à Paris,Cours de yoga doux pour seniors. Améliorez votre équilibre et votre flexibilité. Essai gratuit!,Yoga adapté aux seniors.  Professeurs expérimentés.  Inscrivez-vous dès aujourd'hui!,Soulagez vos douleurs articulaires grâce au yoga.  Ambiance chaleureuse et accueillante.,5.0,0.3,10.0
e4e71802b52446c4926b0eec564ed95b,Yoga in Rome: Find Your Flow,"Stress Less, Live More: Yoga Classes","Experienced instructors, various levels. Book your class today!","Transform your body & mind.  Relax, rejuvenate, reconnect.",Central Rome location.  Affordable yoga for all levels.,4.29,0.33,10.0
e10b35f95b074570a81b3eb4f22a682a,Yoga in Munich: Find Your Flow,Stress Relief? Try Our Yoga Classes,"Experienced instructors, various styles. Book your class today!","Improve flexibility, strength & mindfulness.  New student offers!",Yoga for all levels. Centrally located in Munich. Free trial class!,5.0,0.3,10.0
d018b2ca89974615b3497bd95fbac9e0,Find Your Calm in Toronto,Stress Relief Yoga Classes,Unwind with our gentle yoga classes. Experienced instructors. Book now!,Reduce stress & anxiety. Improve flexibility & strength. First class free!,Escape the city hustle. Find peace & tranquility through yoga.  Special offers available.,2.62,0.88,37.5
e82127911e264c8d909084db4d08a028,Find Your Flow in London,Yoga Classes for All Levels,"Experienced instructors, serene studios. Book your class today!","Improve flexibility, strength & mindfulness.  Free trial available!","Relieve stress, boost energy. Discover the benefits of yoga.",4.29,0.33,10.0
