industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Yoga Studio,"Los Angeles, USA",Stress Relief Seekers,high,Unwind with Yoga in LA,Stress Relief Yoga Classes,Find your calm. Experienced instructors. Beginner-friendly. Book your class today!,"Reduce stress, increase flexibility.  Affordable yoga in Los Angeles. Sign up now!",Escape the daily grind. Relax & rejuvenate with our restorative yoga sessions.,"yoga los angeles, stress relief yoga, yoga for anxiety, restorative yoga los angeles, yoga classes near me",35000,1800,50,500,5.14,2.78,0.28,10.0
Yoga Studio,"Los Angeles, USA",Seniors seeking flexibility,low,Gentle Yoga for Seniors,"Increase Flexibility, LA",Improve balance & mobility. Experienced instructors.  Small classes.,Gentle yoga poses for all levels.  Find your inner peace.,Affordable senior yoga classes.  Improve your health & well-being.,"senior yoga los angeles, gentle yoga classes los angeles, yoga for seniors near me, improve flexibility seniors, balance yoga los angeles",2345,45,1,75,1.92,2.22,1.67,75.0
Yoga Studio,"Paris, France",Stress Relief Seekers,low,Yoga for Stress Relief in Paris,Find Your Calm: Yoga Classes Paris,Reduce stress & anxiety with our relaxing yoga classes. Experienced instructors. Book now!,Escape the Parisian hustle. Gentle yoga for stress relief. First class free!,"Relieve stress, improve flexibility & find inner peace. Yoga studio in Paris.","yoga paris, stress relief yoga paris, yoga classes paris, meditation paris, relaxation techniques paris",2345,35,1,75,1.49,2.86,2.14,75.0
Yoga Studio,"Berlin, Germany",Fitness Enthusiasts,low,Yoga in Berlin: Find Your Flow,"Stress Less, Flow More. Yoga Classes","Experienced instructors, various styles. Book your class today!","Improve flexibility, strength & mindfulness. Introductory offer!",Yoga for all levels. Centrally located in Berlin. Try a free class!,"yoga berlin, yoga classes berlin, fitness berlin, yoga studio berlin, hot yoga berlin",3250,85,2,110,2.62,2.35,1.29,55.0
Yoga Studio,"Berlin, Germany",Health-conscious Adults,low,Yoga in Berlin,Find Your Flow,Improve flexibility & strength.  Beginner-friendly classes.,Yoga for all levels. Book your first class today!,Reduce stress & boost wellbeing.  Experienced instructors.,"yoga berlin, yoga studio berlin, yoga classes berlin, hatha yoga berlin, vinyasa yoga berlin",2345,45,1,75,1.92,2.22,1.67,75.0
Yoga Studio,"New York, USA",Stress Relief Seekers,mid,Unwind with Yoga in NYC,"Stress Less, Live More - Yoga",Find your calm. Experienced instructors. Book your class today!,Reduce stress & anxiety. Improve flexibility & strength. New student specials!,Yoga for stress relief. Various styles & levels.  Affordable rates.,"yoga new york, stress relief yoga, yoga classes nyc, anxiety relief yoga, meditation yoga nyc",10000,500,15,150,5.0,3.0,0.3,10.0
Yoga Studio,"Paris, France",Seniors seeking flexibility,high,Yoga pour Seniors: Plus de Flexibilité,"Gagner en souplesse, Paris",Cours de yoga doux pour seniors. Améliorez votre mobilité et votre équilibre.  Inscrivez-vous dès aujourd'hui!,Yoga adapté aux seniors.  Réduisez les douleurs articulaires et gagnez en sérénité. Essai gratuit!,Trouvez votre équilibre et votre flexibilité avec nos cours de yoga senior à Paris.  Professeurs expérimentés.,"yoga seniors paris, cours yoga personnes agées paris, flexibilité seniors paris, yoga doux paris, améliorer mobilité seniors paris",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"London, UK",Pet Owners,high,"Pampered Pets, Happy Owners",Top London Pet Grooming,Expert dog & cat grooming. Book now for a pampering session!,"Mobile & salon grooming in London. Affordable prices, top quality.",Luxury pet grooming services.  Treat your furry friend today!,"pet grooming london, dog grooming london, cat grooming london, mobile pet grooming london, best pet groomers london",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"New York, USA",Dog Owners,high,Dog Grooming in NYC,Best Dog Grooming Near You,Expert dog grooming services. Book now!,Affordable & top-quality dog grooming. Call us!,Pamper your pup!  Mobile & salon options available.,"dog grooming new york, dog groomer near me, mobile dog grooming nyc, dog spa new york city, best dog groomers manhattan",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Toronto, Canada",Cat Owners,mid,Spoil Your Cat!,Toronto Cat Grooming,Gentle cat grooming. Book now!,Expert cat groomers in Toronto. Call us!,Stress-free grooming for your feline friend.,"cat grooming toronto, mobile cat grooming toronto, cat grooming near me, best cat groomers toronto, affordable cat grooming",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"London, UK",Dog Owners,mid,Dog Grooming in London,Pamper Your Pooch!,Top-rated dog groomers in London. Book online now!,Expert dog grooming services. Affordable prices.,Mobile dog grooming available. Convenient & safe.,"dog grooming london, mobile dog grooming london, dog groomers near me, best dog groomers london, dog wash london",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Dog Owners,low,Dog Grooming in NYC,Best Dog Grooming Near You,Affordable dog grooming services. Book now!,Experienced groomers.  Safe & comfortable.,Mobile dog grooming available. Call today!,"dog grooming near me, dog groomers nyc, mobile dog grooming, dog bath, dog haircut",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"Rome, Italy",Cat Owners,low,Toccare il tuo gatto?,Toelettatura per gatti a Roma,Prenota ora! Servizio a domicilio. Esperienza e cura.,Trattamenti delicati per il tuo amico felino. Prezzi convenienti.,Igiene e bellezza per gatti.  Appuntamenti veloci e flessibili.,"toelettatura gatti roma, grooming gatti a domicilio roma, taglio unghie gatti roma, lavaggio gatti roma, pet grooming roma centro",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"Toronto, Canada",Dog Owners,low,Dog Grooming in Toronto,Best Dog Grooming Near You,Affordable & Professional Dog Grooming. Book Now!,Pamper Your Pup! Top-Rated Dog Grooming Services.,Experienced Groomers. Safe & Comfortable Environment.,"dog grooming toronto, dog groomers near me, mobile dog grooming toronto, dog wash toronto, dog spa toronto",2345,45,1,78,1.92,2.22,1.73,78.0
Pet Grooming,"Paris, France",Dog Owners,low,Toilettage canin Paris,Grooming pour chiens à Paris,Rendez-vous pour toilettage canin.  Prix abordables. Appelez!,Soins professionnels pour votre chien.  Réservation en ligne.,Toilettage doux et efficace.  Experts canins à Paris.,"toilettage chien paris, grooming chien paris, toiletteur canin paris, soins chien paris, toilettage à domicile chien paris",2300,45,1,87,1.96,2.22,1.93,87.0
Pet Grooming,"Munich, Germany",Dog Owners,high,Hundefriseur München,Top Hunde-Pflege in München,Professionelle Hundepflege mit Liebe zum Detail. Jetzt Termin buchen!,"Guter Preis, beste Pflege!  Erfahrene Hundefriseure in München.","Wellness für Ihren Hund!  Baden, Schneiden, Krallenpflege -  München","Hundefriseur München, Hundepflege München, Hunde salon München, mobile Hundefriseur München, Hundefriseur Termin München",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Pet Owners,mid,"Pampered Pets, Happy Owners!",LA's Best Pet Grooming Service,Expert grooming for dogs & cats. Book online today!,"Affordable prices, convenient locations. Call now!",Top-rated groomers. Safe & comfortable environment.,"pet grooming Los Angeles, dog grooming near me, cat grooming Los Angeles, mobile pet grooming, best pet groomers LA",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Local Pet Owners,low,Pet Grooming in NYC,Best Pet Grooming Near You,Affordable pet grooming services. Book now!,"Experienced groomers, safe & gentle care. Call us!",Top-rated pet salon.  Convenient online booking.,"pet grooming new york, dog grooming nyc, cat grooming near me, mobile pet grooming, pet spa new york",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"New York, USA",Pet Owners,mid,Top-Rated Pet Grooming NYC,Pamper Your Pet! Book Now!,"Expert groomers, gentle care.  Book online for convenience!",Affordable pet grooming in NYC.  Cats & dogs welcome!,Luxury pet spa services.  Make an appointment today!,"pet grooming nyc, dog grooming new york, cat grooming manhattan, mobile pet grooming nyc, best pet groomers near me",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Berlin, Germany",Pet Owners,mid,Hundefriseur Berlin,Katzenpflege Berlin,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin buchen!,"Guter Service, faire Preise.  Termine online vereinbaren.",Stressfreie Fellpflege für Ihr Haustier in Berlin.  Top Bewertungen!,"hundefriseur berlin, katzenpflege berlin, tierpflege berlin, hundesalon berlin, fellpflege berlin",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Local Pet Owners,low,Pet Grooming in NYC,"Pampered Pets, Happy Owners",Affordable pet grooming near you! Book now.,"Experienced groomers, gentle care. Call today!",Top-rated pet grooming services in NYC.  Schedule online.,"pet grooming nyc, dog grooming near me, cat grooming manhattan, mobile pet grooming, pet spa nyc",3200,85,2,100,2.66,2.35,1.18,50.0
Pet Grooming,"Munich, Germany",Cat Owners,mid,Katzenpflege in München,Stressfreie Katzenwäsche,"Professionelle Katzenpflege in München.  Sanfte Behandlung, glückliche Katzen!",Buchen Sie jetzt Ihren Termin!  Wir kümmern uns liebevoll um Ihre Katze.,"Entspannung für Ihre Katze:  Bürsten, Baden & Krallenpflege.","Katzenpflege München, Katzen waschen München, Katzen grooming München, Katzenfriseur München, Tierpflege München Katzen",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Sydney, Australia",Pet Owners,mid,"Pampered Pets, Happy Owners!",Sydney's Best Pet Grooming,Expert grooming for dogs & cats. Book now!,Mobile & salon grooming. Affordable rates!,"Top-quality products, gentle care. Call us!","pet grooming sydney, dog grooming sydney, cat grooming sydney, mobile pet grooming sydney, best pet groomers sydney",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Berlin, Germany",Pet Owners,high,Hunde- & Katzenpflege Berlin,Top Tier Pet Grooming Berlin,"Professionelle Fellpflege, Termine online buchen!","Entspannte Fellpflege für Ihren Liebling, jetzt buchen!","Beste Preise & Qualität, Ihr Hund wird es lieben!","Hundefriseur Berlin, Katzenpflege Berlin, Tierpflege Berlin, Fellpflege Berlin, mobile Tierpflege Berlin",32500,1500,50,500,4.62,3.33,0.33,10.0
Pet Grooming,"London, UK",Cat Owners,low,Cat Grooming in London,Pamper Your Cat Today!,"Gentle cat grooming, experienced groomers. Book now!",Stress-free cat grooming. We love cats!,Mobile cat grooming service in London. Call us!,"cat grooming london, mobile cat grooming, cat grooming near me, cat groomers london, stress free cat grooming",2350,45,1,75,1.91,2.22,1.67,75.0
Pet Grooming,"Toronto, Canada",Pet Owners,high,Top-Rated Pet Grooming in Toronto,Pamper Your Pet! Book Now!,"Expert groomers, safe & gentle care.  Book online today!",Affordable pet grooming services.  Call or book online!,"Stylish cuts, luxurious baths.  Your pet deserves the best!","pet grooming toronto, dog grooming toronto, cat grooming toronto, mobile pet grooming toronto, best pet groomers toronto",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Rome, Italy",Dog Owners,mid,Dog Grooming in Rome,Best Dog Grooming Services,Experienced groomers.  Book online now!,"Affordable prices, top quality care. Call us!",Pamper your pup!  Stylish cuts & washes.,"toelettatura cani roma, dog grooming rome, dog wash rome, pet grooming near me, canile toelettatura roma",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Munich, Germany",Cat Owners,high,Katzenpflege in München,Stressfreie Katzenpflege,Professionelle Katzenpflege in München.  Termine online buchen!,"Sanfte & schonende Katzenpflege.  Guter Preis, Top Service!","Entspannte Katzen, glückliche Besitzer! Jetzt Termin vereinbaren.","Katzenpflege München, Katzen grooming München, Katzen trimmen München, Katzen waschen München, mobile Katzenpflege München",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"Tokyo, Japan",Pet Owners,low,ペットの美容室,東京ペットグルーミング,丁寧なグルーミングでワンちゃんネコちゃんを可愛く！,東京で人気のペットサロン！予約受付中！,安心安全なペット美容をご提供いたします。,"ペット グルーミング 東京, ペットサロン 東京, 犬 トリミング 東京, 猫 トリミング 東京, ペット美容 東京",2345,87,1,95,3.71,1.15,1.09,95.0
Pet Grooming,"Rome, Italy",Dog Owners,mid,Dog Grooming in Rome,Best Dog Grooming Services,Professional dog grooming near you. Book now!,Affordable & expert dog grooming. Call us today!,Pamper your pup! Top-quality dog grooming services.,"toelettatura cani roma, dog grooming rome, pet grooming near me rome, best dog groomers rome, dog bath rome",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Dog Owners,high,Top Dog Grooming in NYC,Pamper Your Pup Today!,Expert dog grooming services.  Book now!,Affordable & luxurious dog grooming. Call us!,Mobile dog grooming available!  Convenient & safe.,"dog grooming nyc, mobile dog grooming new york, dog groomer near me, best dog grooming manhattan, dog spa brooklyn",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Sydney, Australia",Cat Owners,mid,Pampered Cats in Sydney,Cat Grooming - Sydney Experts,"Gentle cat grooming, experienced groomers. Book online today!",Stress-free cat grooming in Sydney. We love cats!,Luxury cat grooming services. Call us for a pamper session!,"cat grooming sydney, mobile cat grooming sydney, cat grooming near me, best cat groomers sydney, cat wash sydney",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"London, UK",Pet Owners,low,Mobile Pet Grooming London,Dog Grooming Near Me,Affordable pet grooming services in London. Book now!,"Experienced groomers, pamper your pet. Call us today!",Top-rated dog & cat grooming. Convenient mobile service.,"mobile pet grooming london, dog grooming london, cat grooming london, pet grooming near me, best pet groomers london",2350,45,1,75,1.91,2.22,1.67,75.0
Pet Grooming,"Rome, Italy",Cat Owners,mid,Tocca al tuo Micio!,Toelettatura per Gatti a Roma,Prenota ora la toelettatura per il tuo gatto! Servizio professionale e delicato.,"Bagno, taglio, spazzolatura: coccole e benessere per il tuo amico felino.",I migliori prodotti per la cura del tuo gatto. Prenota la tua sessione!,"toelettatura gatti roma, grooming gatti, taglio unghie gatti roma, bagni per gatti, pet grooming roma centro",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Munich, Germany",Cat Owners,low,Katzenpflege in München,Katzenfrisör - schonend & liebevoll,Verwöhnen Sie Ihre Katze! Termin vereinbaren.,Professionelle Katzenpflege in München. Jetzt anrufen!,Stressfreie Katzenpflege mit viel Liebe zum Detail.,"katzenpflege münchen, katzen frisör münchen, katzen grooming münchen, katzen trimmen münchen, katzen salon münchen",2350,45,1,87,1.91,2.22,1.93,87.0
Pet Grooming,"Toronto, Canada",Dog Owners,mid,Dog Grooming in Toronto,Best Dog Grooming Services,"Experienced groomers, top-notch care. Book now!",Pamper your pup!  Affordable dog grooming.,"Convenient location, flexible appointments.","dog grooming toronto, mobile dog grooming toronto, dog groomer near me, best dog groomers toronto, dog grooming services toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Cat Owners,low,Cat Grooming in NYC,Pampered Puss Grooming,"Gentle cat grooming, experienced groomers. Book now!",Stress-free cat grooming near you. Call today!,Affordable cat grooming services in NYC. Top rated.,"cat grooming nyc, cat groomer near me, mobile cat grooming nyc, cat grooming services, affordable cat grooming",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"New York, USA",Cat Owners,mid,Cat Grooming NYC,Spoil Your Cat!,Gentle cat grooming. Experienced groomers. Book now!,Affordable cat grooming in NYC. Top-notch service.,Stress-free cat grooming appointments. Call us today!,"cat grooming nyc, cat grooming near me, mobile cat grooming nyc, best cat groomers nyc, affordable cat grooming",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Local Pet Owners,low,Pet Grooming Near You,NYC's Best Pet Stylists,Affordable pet grooming services. Book now!,Experienced groomers. Safe & comfortable environment.,Pamper your pet!  Call for appointment.,"pet grooming new york, dog grooming nyc, cat grooming manhattan, mobile pet grooming, pet spa near me",2345,87,1,95,3.71,1.15,1.09,95.0
Pet Grooming,"London, UK",Dog Owners,high,Dog Grooming in London,Pamper Your Pup Today!,Expert dog grooming services. Book now!,"Mobile dog grooming, London. Top-rated groomers.",Affordable dog grooming near you.  Call us!,"dog grooming london, mobile dog grooming london, dog groomer near me, best dog groomers london, dog grooming appointments london",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Toronto, Canada",Dog Owners,high,Top Dog Grooming in Toronto,Pamper Your Pup Today!,"Expert dog grooming, affordable prices. Book online!","Experienced groomers, calming environment.  Call us!",Luxury dog grooming services.  Best in Toronto!,"dog grooming toronto, mobile dog grooming toronto, dog wash toronto, best dog groomers toronto, dog spa toronto",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Cat Owners,high,Cat Grooming in NYC,"Spoil Your Cat, Book Now!","Gentle cat grooming, experienced groomers. Book online!",Stress-free cat grooming.  Top-rated NYC salon. Call today!,Affordable cat grooming.  Convenient location.  Book your appointment!,"cat grooming nyc, mobile cat grooming new york, cat grooming near me, best cat groomers nyc, affordable cat grooming manhattan",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Local Pet Owners,high,Top-Rated Pet Grooming NYC,Pamper Your Pet! Book Now,"Expert groomers, affordable prices.  Call today for an appointment!",Mobile grooming available!  Safe & gentle pet care in NYC.,"Luxury pet spa services.  Clean, comfortable & convenient.","pet grooming nyc, dog grooming near me, cat grooming manhattan, mobile pet grooming brooklyn, pet spa new york",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,low,Pet Grooming in LA,Pamper Your Pet Today!,Affordable pet grooming near you. Book now!,"Experienced groomers, loving care. Call us!",Top-rated pet grooming services in Los Angeles,"pet grooming los angeles, dog grooming near me, cat grooming los angeles, mobile pet grooming, pet spa los angeles",3200,85,2,75,2.66,2.35,0.88,37.5
Pet Grooming,"London, UK",Dog Owners,low,Dog Grooming in London,Pamper Your Pup Today!,Affordable dog grooming near you. Book now!,"Experienced groomers, gentle care. Call us!",Top-rated dog grooming salon in London.,"dog grooming london, dog groomers near me, mobile dog grooming london, dog wash london, dog styling london",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"Paris, France",Dog Owners,high,Toilettage canin à Paris,"Grooming pour chiens, Paris",Rendez-vous rapide ! Toilettage professionnel pour chiens à Paris. Appelez-nous !,Experts en toilettage canin. Soins personnalisés. Réservation en ligne disponible.,Toilettage de qualité pour votre chien. Produits haut de gamme.  Prix compétitifs.,"toilettage chien paris, grooming chien paris, toilettage canin paris, soins chien paris, coiffure chien paris",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,mid,"Pampered Pets, Happy Owners!",LA's Best Pet Grooming Services,Expert grooming for dogs & cats. Book online today!,Affordable pet grooming near you. Call or book online!,Mobile & in-shop options. Top-rated groomers in LA!,"pet grooming Los Angeles, dog grooming near me, cat grooming Los Angeles, mobile pet grooming LA, best pet groomers Los Angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Sydney, Australia",Dog Owners,high,Pawsome Dog Grooming in Sydney,Sydney's Best Dog Grooming Salon,Expert dog grooming services.  Book online today!  Affordable prices.,Mobile dog grooming available.  Pamper your pup!  Experienced groomers.,Treat your dog to a luxurious spa day.  Top-quality grooming products used.,"dog grooming sydney, mobile dog grooming sydney, dog grooming near me, best dog groomers sydney, dog wash sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Berlin, Germany",Pet Owners,low,Hundefriseur Berlin,Katzenpflege Berlin,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin vereinbaren!,"Günstige Preise, top Qualität. Ihr Tier wird es lieben!",Mobile Tierpflege in Berlin. Wir kommen zu Ihnen!,"hundefriseur berlin, katzenpflege berlin, tierpflege berlin, mobile hundefriseur berlin, hundebade berlin",3200,85,1,95,2.66,1.18,1.12,95.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,mid,Pawsome Pet Grooming!,LA's Best Pet Grooming,Affordable & expert pet grooming in Los Angeles. Book now!,Mobile pet grooming services. Convenient & professional.,Treat your furry friend! Top-rated grooming in LA.,"pet grooming Los Angeles, mobile pet grooming LA, dog grooming near me, cat grooming services, best pet groomers Los Angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Berlin, Germany",Dog Owners,low,Hunde-Grooming Berlin,Top Hundepflege Berlin,Professionelle Hundepflege in Berlin.  Termin vereinbaren!,"Guter Preis, beste Pflege für Ihren Hund. Jetzt anrufen!","Saubere Hunde, glückliche Besitzer.  Buchen Sie jetzt!","hundepflege berlin, hundefriseur berlin, dog grooming berlin, hundesalon berlin, dog washing berlin",2345,32,1,87,1.36,3.12,2.72,87.0
Pet Grooming,"Toronto, Canada",Cat Owners,high,Spoiled Cat? We Groom!,Toronto's Best Cat Grooming,Gentle Cat Grooming in Toronto.  Book Now!,Stress-Free Cat Grooming. Experienced Groomers.,Luxury Cat Grooming. Appointments Available.,"cat grooming toronto, mobile cat grooming toronto, cat grooming near me, best cat groomers toronto, cat bath toronto",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Munich, Germany",Local Pet Owners,low,Hundefriseur München,Katzenpflege in München,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin buchen!,Günstige Preise & liebevolle Behandlung.  Vereinbaren Sie Ihren Termin!,"Mobil oder im Salon.  Top Qualität, faire Preise.","hundefriseur münchen, katzenpflege münchen, tierpflege münchen, hundesalon münchen, fellpflege münchen",2345,45,1,78,1.92,2.22,1.73,78.0
Pet Grooming,"Toronto, Canada",Pet Owners,mid,Top-Rated Pet Grooming in Toronto,Pamper Your Pet! Book Now!,"Expert groomers, affordable prices.  Call or book online today!",Safe & gentle grooming for cats & dogs.  Best in Toronto!,Luxury pet spa treatments.  Stress-free experience for your furry friend.,"pet grooming toronto, dog grooming toronto, cat grooming toronto, mobile pet grooming toronto, best pet groomers toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Berlin, Germany",Cat Owners,high,Katzenpflege in Berlin,Stressfreie Katzenpflege,Professionelle Katzenpflege in Berlin.  Buchen Sie jetzt Ihren Termin!,"Sanfte & gründliche Katzenpflege.  Entspannte Katzen, glückliche Besitzer!",Mobile Katzenpflege - wir kommen zu Ihnen nach Hause in Berlin!,"katzenpflege berlin, katzen grooming berlin, mobile katzenpflege berlin, katzen waschen berlin, katzen salon berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"London, UK",Cat Owners,mid,Cat Grooming in London,Pamper Your Cat Today!,Expert cat grooming. Gentle & caring. Book now!,Mobile cat grooming service. Stress-free experience.,Top-rated cat groomers in London. Call us!,"cat grooming london, mobile cat grooming, cat groomer near me, best cat groomers london, cat grooming services",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Tokyo, Japan",Local Pet Owners,high,Top Pet Grooming in Tokyo,Pamper Your Pet in Tokyo!,"Expert grooming, stylish cuts. Book now!",Gentle care for all breeds.  Free pickup!,Affordable luxury pet grooming. Call us today!,"ペット グルーミング 東京, ペットサロン 東京, 犬の美容 東京, 猫の美容 東京, ペット トリミング 東京",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Sydney, Australia",Pet Owners,mid,"Pampered Pets, Happy Owners!",Sydney's Best Pet Grooming,Expert grooming for dogs & cats. Book now!,Affordable & professional pet grooming services.,Mobile grooming available. Convenient & stress-free!,"pet grooming sydney, dog grooming sydney, cat grooming sydney, mobile pet grooming sydney, best pet groomers sydney",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"London, UK",Local Pet Owners,high,"Pampered Pets, Happy Owners",Top London Pet Grooming,Expert grooming for dogs & cats. Book now!,Mobile & salon grooming.  Affordable luxury.,"Experienced groomers, calming atmosphere. Book online!","pet grooming london, dog grooming london, cat grooming london, mobile pet grooming london, best pet groomers london",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Paris, France",Pet Owners,mid,Toilettage pour animaux à Paris,Grooming canin et félin à Paris,Rendez-vous rapide et facile.  Prix abordables. Appelez-nous!,Toiletteurs expérimentés. Soins personnalisés. Réservez dès maintenant!,"Shampoing, coupe, séchage.  Hygiène et bien-être pour votre animal.","toilettage paris, grooming chien paris, toilettage chat paris, toiletteur paris 15, toilettage à domicile paris",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Tokyo, Japan",Dog Owners,high,Dog Grooming in Tokyo,Top Dog Grooming Salon,"Experienced groomers, stylish cuts. Book now!",Pamper your pup! Safe & gentle grooming.,Best dog grooming in Tokyo!  Call us today!,"犬のグルーミング 東京, ペットグルーミング 東京, 犬 トリミング 東京, ドッグサロン 東京, ペット美容 東京",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Pet Owners,high,Paw-some Pet Grooming!,NYC's Best Pet Grooming,"Expert groomers, luxurious spa treatments. Book now!",Mobile & in-salon options.  Treat your pet!,Affordable luxury pet grooming in NYC.  Call today!,"pet grooming nyc, dog grooming near me, cat grooming manhattan, mobile pet grooming brooklyn, pet spa new york",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"London, UK",Pet Owners,high,Luxury Pet Grooming London,Pamper Your Pet Today!,"Expert groomers, top-quality products. Book now!",Mobile & salon grooming.  Best prices in London!,"Happy pets, happy owners.  Call us for a free quote!","dog grooming london, cat grooming london, mobile pet grooming london, pet grooming near me, best pet groomers london",35000,1800,50,500,5.14,2.78,0.28,10.0
Pet Grooming,"Los Angeles, USA",Cat Owners,high,Cat Grooming in LA,Pamper Your Purrfect Pal,"Expert cat grooming services. Gentle handling, stress-free experience. Book now!",Mobile cat grooming in Los Angeles. We come to you! Affordable rates.,"Luxury cat grooming salon. Experienced groomers, top-quality products.","cat grooming los angeles, mobile cat grooming, cat grooming near me, best cat groomers LA, cat spa los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Paris, France",Dog Owners,mid,Toilettage canin à Paris,Grooming pour chiens à domicile,Toiletteurs expérimentés. Rendez-vous rapide. Tarifs compétitifs.,Soins personnalisés pour votre chien. Produits naturels.  Réservation facile.,"Spa canin, coupe, bain, séchage.  Votre chien mérite le meilleur !","toilettage chien paris, grooming canin paris, toiletteur à domicile paris, soins chiens paris, spa canin paris",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"New York, USA",Pet Owners,low,Pawsome Pet Grooming!,NYC Pet Grooming Services,Affordable & professional pet grooming. Book now!,Experienced groomers. Safe & comfortable environment.,Treat your pet to a pampering experience!,"pet grooming nyc, dog grooming near me, cat grooming services, mobile pet grooming, pet spa new york",2345,35,1,87,1.49,2.86,2.49,87.0
Pet Grooming,"Munich, Germany",Dog Owners,high,Hundefriseur München,Top Hundepflege in München,"Professionelle Hundepflege, Termine online buchen!","Liebevolle Pflege für Ihren Hund, jetzt Termin vereinbaren!",Schnelle & zuverlässige Hundepflege in München. Jetzt anrufen!,"hundepflege münchen, hundefriseur münchen, hundesalon münchen, mobile hundepflege münchen, hundebadesalon münchen",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Paris, France",Dog Owners,high,Toilettage canin à Paris,Grooming pour chiens à domicile,Rendez-vous rapide !  Soins professionnels pour votre chien. Appelez-nous !,"Toilettage expert, prix compétitifs.  Réservation en ligne facile.",Votre chien mérite le meilleur !  Hygiène et bien-être assurés.,"toilettage chien paris, grooming canin paris, toilettage à domicile chien paris, soins chiens paris, toiletteur canin paris",35000,1500,50,500,4.29,3.33,0.33,10.0
